Order_Number,Sales_Date,Sales_Channel,Currency,Sales_Team_ID,Store_ID,Product_ID,Order_Qty,Unit_Price,Unit_Cost,Sales,Costs,Profits
SO8879,3/19/20,Wholesale,USD,14,325,39,5,439.79,314.14,2198.96,1570.68,628.27
SO8880,3/17/20,In-Store,USD,12,165,4,9,636.75,454.82,5730.72,4093.37,1637.35
SO8881,3/29/20,Distributor,USD,3,220,25,3,260.15,185.82,780.44,557.46,222.98
SO8882,1/25/20,In-Store,USD,20,207,20,1,214.84,153.46,214.84,153.46,61.38
SO8883,1/31/20,In-Store,USD,5,227,11,7,463.02,330.73,3241.13,2315.09,926.04
SO8884,1/27/20,Wholesale,USD,7,16,30,1,602.90,430.65,602.90,430.65,172.26
SO8885,4/7/20,Distributor,USD,18,256,31,5,379.41,271.01,1897.06,1355.04,542.02
SO8886,1/5/20,Distributor,USD,10,325,42,7,430.09,307.21,3010.63,2150.45,860.18
SO8887,4/13/20,Online,USD,14,26,21,8,227.38,162.42,1819.07,1299.34,519.74
SO8888,4/14/20,Online,USD,16,258,27,8,204.70,146.21,1637.56,1169.69,467.88
SO8889,3/16/20,Wholesale,USD,11,341,22,4,505.62,361.16,2022.47,1444.62,577.85
SO8890,3/20/20,Wholesale,USD,25,294,42,10,375.97,268.55,3759.69,2685.49,1074.20
SO8891,2/14/20,Online,USD,15,266,23,5,543.50,388.21,2717.49,1941.06,776.42
SO8892,5/5/20,Distributor,USD,15,288,26,9,423.36,302.40,3810.23,2721.60,1088.64
SO8893,2/26/20,Wholesale,USD,19,291,25,9,481.87,344.19,4336.83,3097.73,1239.09
SO8894,2/10/20,Distributor,USD,19,54,42,2,178.73,127.67,357.47,255.33,102.13
SO8895,2/1/20,Wholesale,USD,15,49,4,6,562.89,402.07,3377.35,2412.40,964.96
SO8896,5/21/20,In-Store,USD,24,167,7,5,203.35,145.25,1016.76,726.26,290.50
SO8897,5/3/20,Wholesale,USD,23,126,33,4,249.61,178.29,998.43,713.16,285.27
SO8898,5/21/20,Wholesale,USD,2,19,35,9,170.62,121.87,1535.60,1096.86,438.74
SO8899,3/11/20,Online,USD,12,362,37,5,322.17,230.12,1610.86,1150.61,460.25
SO8900,4/10/20,Wholesale,USD,21,167,31,5,342.93,244.95,1714.64,1224.74,489.90
SO8901,3/1/20,Wholesale,USD,21,340,32,10,200.88,143.49,2008.80,1434.86,573.94
SO8902,1/19/20,Distributor,USD,12,299,27,10,334.05,238.61,3340.51,2386.08,954.43
SO8903,2/20/20,Distributor,USD,23,162,8,2,406.40,290.28,812.80,580.57,232.23
SO8904,1/3/20,Wholesale,USD,25,44,3,3,495.97,354.26,1487.91,1062.79,425.12
SO8905,4/12/20,Online,USD,3,36,3,4,152.86,109.18,611.43,436.74,174.69
SO8906,3/15/20,Online,USD,13,19,47,1,372.07,265.76,372.07,265.76,106.31
SO8907,5/13/20,Distributor,USD,2,259,25,2,234.73,167.66,469.46,335.33,134.13
SO8908,4/4/20,In-Store,USD,20,233,16,9,307.06,219.33,2763.52,1973.94,789.58
SO8909,2/25/20,Distributor,USD,4,315,21,8,451.60,322.57,3612.79,2580.57,1032.23
SO8910,1/27/20,In-Store,USD,12,34,21,8,405.07,289.34,3240.56,2314.69,925.87
SO8911,5/2/20,In-Store,USD,9,318,30,8,479.31,342.37,3834.49,2738.92,1095.57
SO8912,1/30/20,In-Store,USD,22,207,45,6,170.81,122.01,1024.88,732.06,292.82
SO8913,5/8/20,Distributor,USD,14,32,46,6,195.07,139.33,1170.39,835.99,334.40
SO8914,2/28/20,Wholesale,USD,19,223,38,1,289.73,206.95,289.73,206.95,82.78
SO8915,3/17/20,Distributor,USD,11,353,40,7,599.43,428.16,4195.99,2997.14,1198.85
SO8916,2/25/20,In-Store,USD,23,222,32,1,613.46,438.19,613.46,438.19,175.27
SO8917,5/1/20,Online,USD,22,92,1,1,591.39,422.42,591.39,422.42,168.97
SO8918,2/21/20,Online,USD,25,189,17,8,566.21,404.44,4529.69,3235.50,1294.20
SO8919,3/1/20,Online,USD,18,113,20,2,508.87,363.48,1017.75,726.96,290.78
SO8920,4/9/20,Distributor,USD,14,224,23,7,296.67,211.91,2076.68,1483.35,593.34
SO8921,2/5/20,In-Store,USD,15,129,4,2,426.38,304.56,852.76,609.11,243.64
SO8922,2/26/20,Wholesale,USD,23,40,40,9,524.64,374.75,4721.79,3372.71,1349.08
SO8923,3/22/20,Distributor,USD,21,32,6,6,364.61,260.44,2187.66,1562.61,625.04
SO8924,4/25/20,Distributor,USD,21,312,46,2,158.62,113.30,317.24,226.60,90.64
SO8925,4/5/20,In-Store,USD,8,52,2,9,173.31,123.79,1559.75,1114.11,445.64
SO8926,2/23/20,In-Store,USD,1,165,46,9,404.79,289.13,3643.09,2602.21,1040.88
SO8927,2/29/20,In-Store,USD,9,62,1,1,480.65,343.32,480.65,343.32,137.33
SO8928,1/8/20,Distributor,USD,13,195,36,7,165.34,118.10,1157.35,826.68,330.67
SO8929,3/2/20,Online,USD,8,209,28,8,215.90,154.21,1727.20,1233.71,493.48
SO8930,2/15/20,Wholesale,USD,2,6,43,6,214.01,152.87,1284.09,917.20,366.88
SO8931,5/26/20,Wholesale,USD,6,69,27,10,365.19,260.85,3651.93,2608.52,1043.41
SO8932,2/25/20,Wholesale,USD,25,205,12,1,195.27,139.48,195.27,139.48,55.79
SO8933,4/8/20,Distributor,USD,26,174,47,5,198.62,141.87,993.11,709.37,283.75
SO8934,2/12/20,In-Store,USD,1,215,15,5,173.50,123.93,867.49,619.64,247.86
SO8935,1/14/20,In-Store,USD,17,322,44,10,388.03,277.17,3880.32,2771.66,1108.66
SO8936,5/29/20,Distributor,USD,4,204,36,4,548.13,391.52,2192.52,1566.08,626.43
SO8937,1/7/20,In-Store,USD,2,204,43,6,506.18,361.56,3037.10,2169.36,867.74
SO8938,3/28/20,In-Store,USD,2,139,17,8,287.67,205.48,2301.40,1643.86,657.54
SO8939,1/5/20,In-Store,USD,1,233,27,5,567.18,405.13,2835.88,2025.63,810.25
SO8940,5/23/20,Online,USD,23,45,33,7,574.94,410.67,4024.55,2874.68,1149.87
SO8941,1/12/20,Wholesale,USD,17,208,36,2,361.31,258.08,722.61,516.15,206.46
SO8942,1/5/20,Wholesale,USD,4,163,10,8,539.94,385.67,4319.50,3085.36,1234.14
SO8943,2/16/20,Distributor,USD,13,136,6,9,482.75,344.82,4344.74,3103.39,1241.35
SO8944,3/18/20,Online,USD,10,133,2,10,439.38,313.84,4393.78,3138.42,1255.37
SO8945,3/15/20,Distributor,USD,19,284,2,10,556.74,397.67,5567.39,3976.71,1590.68
SO8946,4/17/20,Wholesale,USD,16,115,29,3,211.60,151.14,634.80,453.43,181.37
SO8947,4/23/20,Online,USD,7,207,17,3,318.13,227.24,954.39,681.71,272.68
SO8948,5/26/20,Wholesale,USD,24,233,10,7,499.38,356.70,3495.67,2496.91,998.76
SO8949,5/30/20,In-Store,USD,24,236,6,3,300.53,214.66,901.58,643.99,257.60
SO8950,5/2/20,In-Store,USD,26,321,39,1,332.09,237.21,332.09,237.21,94.88
SO8951,5/11/20,Wholesale,USD,20,222,29,10,523.35,373.82,5233.49,3738.21,1495.28
SO8952,4/5/20,In-Store,USD,26,215,1,8,312.93,223.52,2503.44,1788.17,715.27
SO8953,2/2/20,In-Store,USD,9,301,8,8,198.53,141.80,1588.21,1134.44,453.78
SO8954,4/26/20,Distributor,USD,4,192,33,5,242.40,173.15,1212.02,865.73,346.29
SO8955,2/28/20,In-Store,USD,7,137,18,9,601.71,429.80,5415.42,3868.16,1547.26
SO8956,1/17/20,Online,USD,13,145,43,1,274.15,195.82,274.15,195.82,78.33
SO8957,5/14/20,Distributor,USD,22,114,13,6,352.16,251.55,2112.99,1509.28,603.71
SO8958,4/12/20,Wholesale,USD,22,202,7,9,295.82,211.30,2662.39,1901.71,760.68
SO8959,1/18/20,Wholesale,USD,22,20,46,8,526.71,376.22,4213.70,3009.78,1203.91
SO8960,5/3/20,Distributor,USD,6,114,28,6,368.65,263.32,2211.88,1579.91,631.97
SO8961,2/20/20,In-Store,USD,14,345,3,3,585.46,418.19,1756.39,1254.56,501.82
SO8962,5/17/20,Online,USD,4,288,33,6,174.84,124.89,1049.06,749.33,299.73
SO8963,5/30/20,In-Store,USD,5,84,40,7,280.15,200.11,1961.06,1400.76,560.30
SO8964,4/22/20,In-Store,USD,21,147,29,5,557.06,397.90,2785.29,1989.49,795.80
SO8965,1/20/20,Distributor,USD,9,24,12,8,296.30,211.64,2370.36,1693.11,677.25
SO8966,1/1/20,Wholesale,USD,11,176,22,7,339.40,242.43,2375.83,1697.02,678.81
SO8967,3/5/20,Wholesale,USD,4,74,34,9,517.55,369.68,4657.91,3327.08,1330.83
SO8968,3/12/20,Online,USD,10,211,29,10,281.91,201.36,2819.05,2013.61,805.44
SO8969,1/16/20,In-Store,USD,4,188,32,1,436.91,312.08,436.91,312.08,124.83
SO8970,5/9/20,Online,USD,15,167,13,8,594.32,424.51,4754.54,3396.10,1358.44
SO8971,5/12/20,Distributor,USD,9,208,14,2,352.76,251.97,705.51,503.94,201.57
SO8972,3/8/20,Online,USD,7,314,16,8,604.67,431.90,4837.33,3455.24,1382.09
SO8973,3/15/20,In-Store,USD,20,292,24,8,609.70,435.50,4877.60,3484.00,1393.60
SO8974,1/2/20,Online,USD,7,180,45,10,284.99,203.56,2849.90,2035.64,814.26
SO8975,4/11/20,Wholesale,USD,18,19,44,5,277.88,198.49,1389.42,992.45,396.98
SO8976,3/12/20,Distributor,USD,3,322,18,2,456.10,325.78,912.20,651.57,260.63
SO8977,3/5/20,Distributor,USD,17,205,29,2,296.20,211.57,592.40,423.14,169.26
SO8978,3/4/20,Online,USD,17,354,8,1,622.36,444.54,622.36,444.54,177.82
SO8979,1/15/20,Distributor,USD,23,213,44,6,198.41,141.72,1190.48,850.34,340.14
SO8980,3/17/20,Online,USD,24,245,37,4,526.82,376.30,2107.28,1505.20,602.08
SO8981,4/3/20,In-Store,USD,9,104,18,6,211.37,150.98,1268.19,905.85,362.34
SO8982,2/4/20,Online,USD,6,274,5,6,620.12,442.95,3720.74,2657.67,1063.07
SO8983,4/21/20,Distributor,USD,10,228,33,8,599.59,428.28,4796.75,3426.25,1370.50
SO8984,4/6/20,In-Store,USD,26,242,8,1,269.14,192.24,269.14,192.24,76.90
SO8985,2/19/20,Wholesale,USD,17,89,28,1,276.09,197.21,276.09,197.21,78.88
SO8986,5/29/20,Online,USD,1,121,34,10,171.16,122.25,1711.56,1222.54,489.02
SO8987,1/1/20,Distributor,USD,5,271,16,7,331.09,236.49,2317.63,1655.45,662.18
SO8988,3/1/20,Distributor,USD,4,348,43,10,535.12,382.23,5351.19,3822.28,1528.91
SO8989,3/25/20,Distributor,USD,17,257,30,4,219.98,157.13,879.91,628.51,251.40
SO8990,1/3/20,In-Store,USD,25,86,8,10,243.24,173.74,2432.43,1737.45,694.98
SO8991,1/6/20,Online,USD,17,163,28,3,528.86,377.76,1586.59,1133.28,453.31
SO8992,2/6/20,Online,USD,5,301,32,3,327.94,234.24,983.82,702.73,281.09
SO8993,3/16/20,Online,USD,10,135,46,6,309.33,220.95,1855.96,1325.69,530.27
SO8994,1/5/20,Distributor,USD,13,234,16,4,194.02,138.58,776.07,554.34,221.73
SO8995,4/16/20,Online,USD,12,97,37,7,646.33,461.66,4524.29,3231.64,1292.65
SO8996,2/18/20,Wholesale,USD,23,186,14,3,191.44,136.74,574.31,410.22,164.09
SO8997,2/7/20,Online,USD,6,39,40,4,196.43,140.31,785.72,561.23,224.49
SO8998,1/11/20,Wholesale,USD,12,100,38,4,221.17,157.98,884.69,631.92,252.77
SO8999,5/31/20,Wholesale,USD,2,26,11,7,622.72,444.80,4359.02,3113.59,1245.44
SO9000,3/18/20,In-Store,USD,19,77,28,4,213.95,152.82,855.81,611.29,244.52
SO9001,4/24/20,In-Store,USD,5,322,12,8,399.08,285.05,3192.61,2280.44,912.17
SO9002,3/30/20,Online,USD,10,206,46,4,430.91,307.79,1723.63,1231.16,492.46
SO9003,3/25/20,Online,USD,4,241,38,3,170.75,121.96,512.25,365.89,146.36
SO9004,4/10/20,Online,USD,9,133,37,7,161.41,115.29,1129.85,807.04,322.81
SO9005,1/3/20,Online,USD,24,349,4,2,398.32,284.51,796.63,569.02,227.61
SO9006,5/17/20,Distributor,USD,16,2,22,3,532.63,380.45,1597.89,1141.35,456.54
SO9007,3/24/20,Online,USD,15,208,36,3,193.50,138.21,580.50,414.64,165.86
SO9008,1/19/20,Wholesale,USD,1,51,47,2,236.63,169.02,473.26,338.04,135.22
SO9009,3/24/20,In-Store,USD,4,130,29,3,368.48,263.20,1105.43,789.59,315.84
SO9010,4/29/20,In-Store,USD,4,309,34,6,159.92,114.23,959.54,685.39,274.15
SO9011,4/17/20,Distributor,USD,10,63,36,8,318.55,227.54,2548.43,1820.31,728.12
SO9012,3/18/20,Online,USD,12,85,44,6,460.93,329.24,2765.58,1975.42,790.17
SO9013,1/13/20,Online,USD,14,212,10,3,527.43,376.74,1582.29,1130.21,452.08
SO9014,2/26/20,Online,USD,13,333,44,9,318.73,227.66,2868.54,2048.96,819.58
SO9015,4/11/20,Online,USD,5,3,14,2,565.39,403.85,1130.78,807.70,323.08
SO9016,4/18/20,Distributor,USD,17,316,46,5,180.94,129.24,904.70,646.21,258.49
SO9017,3/15/20,Online,USD,11,193,14,1,612.11,437.22,612.11,437.22,174.89
SO9018,2/18/20,Distributor,USD,21,296,9,7,451.81,322.72,3162.65,2259.04,903.62
SO9019,3/24/20,Online,USD,18,125,10,10,633.02,452.16,6330.20,4521.57,1808.63
SO9020,1/26/20,Distributor,USD,8,15,21,6,205.67,146.91,1234.04,881.46,352.58
SO9021,1/7/20,Online,USD,6,264,25,6,481.28,343.77,2887.66,2062.62,825.05
SO9022,1/24/20,In-Store,USD,4,103,39,1,638.46,456.04,638.46,456.04,182.42
SO9023,5/1/20,Wholesale,USD,13,366,25,2,314.89,224.92,629.78,449.84,179.94
SO9024,2/26/20,Distributor,USD,10,34,4,9,559.87,399.91,5038.85,3599.18,1439.67
SO9025,5/4/20,Distributor,USD,20,277,12,7,342.52,244.66,2397.67,1712.62,685.05
SO9026,5/26/20,Wholesale,USD,11,315,6,10,412.44,294.60,4124.42,2946.01,1178.41
SO9027,2/8/20,Wholesale,USD,7,165,25,1,540.00,385.72,540.00,385.72,154.29
SO9028,4/6/20,In-Store,USD,19,151,37,9,366.57,261.84,3299.13,2356.52,942.61
SO9029,3/3/20,In-Store,USD,1,367,11,7,603.56,431.11,4224.91,3017.79,1207.12
SO9030,2/7/20,Distributor,USD,24,275,5,2,210.21,150.15,420.42,300.30,120.12
SO9031,3/9/20,Online,USD,26,52,5,10,531.33,379.52,5313.31,3795.22,1518.09
SO9032,1/20/20,Wholesale,USD,4,180,35,5,359.93,257.09,1799.64,1285.46,514.18
SO9033,5/17/20,Online,USD,4,203,26,6,345.71,246.93,2074.24,1481.60,592.64
SO9034,1/13/20,Online,USD,18,359,37,9,439.35,313.82,3954.13,2824.38,1129.75
SO9035,2/7/20,Online,USD,16,22,15,10,600.44,428.88,6004.37,4288.83,1715.53
SO9036,1/18/20,Online,USD,19,64,27,10,513.31,366.65,5133.15,3666.53,1466.61
SO9037,1/10/20,Online,USD,13,160,42,8,431.68,308.34,3453.45,2466.75,986.70
SO9038,3/15/20,Online,USD,23,285,24,3,171.27,122.34,513.81,367.01,146.80
SO9039,4/3/20,Wholesale,USD,20,209,10,9,558.38,398.84,5025.39,3589.56,1435.83
SO9040,3/15/20,Online,USD,6,66,43,10,297.63,212.59,2976.26,2125.90,850.36
SO9041,4/29/20,Distributor,USD,5,23,43,1,225.60,161.14,225.60,161.14,64.46
SO9042,1/16/20,Distributor,USD,9,83,26,1,468.19,334.42,468.19,334.42,133.77
SO9043,4/21/20,In-Store,USD,26,181,45,1,255.83,182.74,255.83,182.74,73.10
SO9044,3/19/20,Online,USD,26,316,8,10,567.87,405.62,5678.73,4056.23,1622.49
SO9045,4/30/20,Wholesale,USD,22,341,46,9,450.26,321.61,4052.30,2894.50,1157.80
SO9046,1/6/20,Online,USD,15,53,6,8,320.30,228.79,2562.42,1830.30,732.12
SO9047,2/17/20,Distributor,USD,24,157,4,1,248.52,177.51,248.52,177.51,71.00
SO9048,5/15/20,Distributor,USD,23,83,23,2,565.00,403.57,1130.00,807.14,322.86
SO9049,4/2/20,Online,USD,14,210,8,7,157.61,112.58,1103.28,788.06,315.22
SO9050,1/6/20,Online,USD,19,86,19,10,223.26,159.47,2232.64,1594.74,637.90
SO9051,1/27/20,Online,USD,24,123,6,10,583.79,416.99,5837.85,4169.90,1667.96
SO9052,5/24/20,Distributor,USD,13,75,5,3,553.97,395.70,1661.92,1187.09,474.83
SO9053,4/24/20,Distributor,USD,23,284,17,6,337.59,241.14,2025.56,1446.83,578.73
SO9054,5/13/20,In-Store,USD,6,172,44,9,369.87,264.19,3328.84,2377.74,951.10
SO9055,1/12/20,Distributor,USD,26,135,20,3,213.56,152.55,640.69,457.64,183.05
SO9056,2/5/20,Wholesale,USD,22,58,37,3,579.10,413.64,1737.30,1240.93,496.37
SO9057,1/29/20,Online,USD,16,4,38,4,638.09,455.78,2552.35,1823.11,729.24
SO9058,5/29/20,Online,USD,6,266,16,8,470.02,335.73,3760.18,2685.84,1074.34
SO9059,4/30/20,Distributor,USD,18,346,11,2,540.46,386.04,1080.92,772.08,308.83
SO9060,2/3/20,Distributor,USD,23,237,30,9,346.61,247.58,3119.49,2228.21,891.28
SO9061,1/4/20,Distributor,USD,6,59,36,10,218.21,155.87,2182.12,1558.65,623.46
SO9062,2/20/20,Wholesale,USD,14,253,7,2,196.93,140.66,393.85,281.32,112.53
SO9063,3/10/20,Online,USD,17,26,46,5,572.17,408.69,2860.83,2043.45,817.38
SO9064,2/25/20,Wholesale,USD,19,165,5,3,234.49,167.49,703.46,502.47,200.99
SO9065,3/11/20,Distributor,USD,24,164,23,4,229.83,164.17,919.33,656.67,262.67
SO9066,4/1/20,Distributor,USD,21,363,45,5,259.55,185.39,1297.73,926.95,370.78
SO9067,1/15/20,Wholesale,USD,23,343,44,6,217.10,155.07,1302.60,930.43,372.17
SO9068,2/23/20,In-Store,USD,23,303,11,2,423.54,302.53,847.09,605.06,242.03
SO9069,1/7/20,Online,USD,23,243,17,9,412.33,294.52,3710.97,2650.69,1060.28
SO9070,3/23/20,In-Store,USD,24,213,40,10,594.31,424.51,5943.10,4245.07,1698.03
SO9071,3/19/20,In-Store,USD,25,265,46,9,198.30,141.64,1784.66,1274.76,509.90
SO9072,4/1/20,Online,USD,18,11,9,7,153.75,109.82,1076.23,768.74,307.49
SO9073,1/4/20,Online,USD,16,217,21,6,321.61,229.72,1929.65,1378.32,551.33
SO9074,4/7/20,Wholesale,USD,15,146,46,1,185.06,132.19,185.06,132.19,52.87
SO9075,2/20/20,Distributor,USD,21,256,33,5,589.54,421.10,2947.68,2105.49,842.19
SO9076,1/10/20,Wholesale,USD,3,31,2,10,612.80,437.72,6128.01,4377.15,1750.86
SO9077,1/24/20,In-Store,USD,19,274,7,8,183.37,130.98,1466.96,1047.83,419.13
SO9078,5/29/20,Online,USD,5,86,22,2,515.26,368.04,1030.51,736.08,294.43
SO9079,2/20/20,In-Store,USD,4,195,34,9,478.75,341.97,4308.79,3077.70,1231.08
SO9080,1/30/20,Online,USD,21,288,34,2,434.97,310.70,869.95,621.39,248.56
SO9081,3/30/20,Wholesale,USD,24,107,6,8,368.62,263.30,2948.99,2106.42,842.57
SO9082,3/5/20,In-Store,USD,3,330,29,1,628.43,448.88,628.43,448.88,179.55
SO9083,1/6/20,In-Store,USD,1,323,12,8,261.67,186.91,2093.34,1495.24,598.10
SO9084,2/10/20,Wholesale,USD,8,357,19,6,343.17,245.12,2059.04,1470.74,588.30
SO9085,1/15/20,Online,USD,3,99,26,9,493.46,352.47,4441.11,3172.22,1268.89
SO9086,5/25/20,Online,USD,24,214,11,2,329.89,235.64,659.78,471.27,188.51
SO9087,3/18/20,In-Store,USD,21,79,45,2,553.67,395.48,1107.34,790.96,316.38
SO9088,5/9/20,Online,USD,15,18,41,6,401.28,286.63,2407.67,1719.76,687.91
SO9089,3/20/20,Distributor,USD,22,15,26,8,648.05,462.89,5184.36,3703.11,1481.25
SO9090,2/25/20,Online,USD,5,192,12,2,507.67,362.62,1015.33,725.24,290.09
SO9091,3/15/20,Wholesale,USD,25,330,2,1,224.98,160.70,224.98,160.70,64.28
SO9092,4/1/20,In-Store,USD,22,272,19,8,397.72,284.08,3181.73,2272.66,909.06
SO9093,3/15/20,In-Store,USD,5,362,42,8,245.92,175.66,1967.37,1405.26,562.10
SO9094,1/15/20,Distributor,USD,3,322,33,9,572.72,409.09,5154.50,3681.79,1472.72
SO9095,4/10/20,Online,USD,16,189,25,8,573.00,409.29,4584.03,3274.31,1309.72
SO9096,2/7/20,Wholesale,USD,13,42,34,8,354.29,253.06,2834.31,2024.51,809.80
SO9097,2/21/20,Wholesale,USD,11,172,44,2,505.49,361.06,1010.98,722.13,288.85
SO9098,3/6/20,Online,USD,1,321,37,6,533.41,381.01,3200.45,2286.04,914.42
SO9099,2/9/20,In-Store,USD,4,161,40,10,602.02,430.02,6020.21,4300.15,1720.06
SO9100,5/15/20,Online,USD,11,309,14,8,158.25,113.04,1266.02,904.30,361.72
SO9101,2/22/20,Distributor,USD,13,11,41,9,543.79,388.42,4894.13,3495.81,1398.32
SO9102,5/9/20,In-Store,USD,13,73,14,1,189.16,135.11,189.16,135.11,54.05
SO9103,5/17/20,Wholesale,USD,21,249,33,1,444.04,317.17,444.04,317.17,126.87
SO9104,3/16/20,Online,USD,12,265,39,3,321.65,229.75,964.94,689.25,275.70
SO9105,1/27/20,Wholesale,USD,9,311,5,6,609.53,435.38,3657.16,2612.25,1044.90
SO9106,4/14/20,Wholesale,USD,2,234,11,6,453.45,323.89,2720.70,1943.36,777.34
SO9107,4/10/20,Online,USD,1,346,7,3,395.94,282.81,1187.82,848.44,339.38
SO9108,4/10/20,Online,USD,9,159,2,2,360.87,257.77,721.75,515.53,206.21
SO9109,3/28/20,Distributor,USD,15,159,3,4,431.31,308.08,1725.22,1232.30,492.92
SO9110,1/2/20,In-Store,USD,5,353,34,7,293.00,209.28,2050.98,1464.99,586.00
SO9111,2/28/20,Online,USD,15,358,40,3,582.89,416.35,1748.66,1249.04,499.62
SO9112,4/10/20,Wholesale,USD,11,208,33,4,307.52,219.65,1230.06,878.61,351.45
SO9113,2/20/20,Distributor,USD,13,217,3,3,196.18,140.13,588.54,420.39,168.16
SO9114,4/27/20,Wholesale,USD,6,28,7,2,305.22,218.01,610.43,436.02,174.41
SO9115,2/13/20,Distributor,USD,6,48,34,7,245.95,175.68,1721.63,1229.74,491.89
SO9116,4/10/20,Online,USD,5,321,40,1,340.43,243.16,340.43,243.16,97.27
SO9117,3/12/20,Online,USD,7,226,23,8,150.40,107.43,1203.20,859.43,343.77
SO9118,1/29/20,Distributor,USD,2,148,24,7,408.92,292.09,2862.45,2044.61,817.84
SO9119,4/26/20,Distributor,USD,15,71,37,5,160.99,114.99,804.96,574.97,229.99
SO9120,2/11/20,In-Store,USD,17,293,15,8,543.06,387.90,4344.51,3103.22,1241.29
SO9121,4/20/20,Distributor,USD,9,275,18,6,325.43,232.45,1952.58,1394.70,557.88
SO9122,3/1/20,Online,USD,14,194,8,3,165.28,118.06,495.83,354.17,141.67
SO9123,3/15/20,Wholesale,USD,4,174,7,8,172.84,123.45,1382.69,987.64,395.06
SO9124,2/17/20,Distributor,USD,5,84,27,2,285.04,203.60,570.08,407.20,162.88
SO9125,2/2/20,Wholesale,USD,7,326,46,5,389.22,278.01,1946.08,1390.06,556.02
SO9126,2/19/20,Online,USD,12,33,28,2,226.01,161.43,452.02,322.87,129.15
SO9127,4/19/20,Online,USD,17,46,19,6,361.63,258.30,2169.76,1549.83,619.93
SO9128,5/2/20,In-Store,USD,12,191,28,2,233.99,167.13,467.97,334.26,133.71
SO9129,3/6/20,Wholesale,USD,14,191,39,9,624.70,446.22,5622.34,4015.96,1606.38
SO9130,5/10/20,Wholesale,USD,16,336,27,4,399.84,285.60,1599.37,1142.41,456.96
SO9131,5/15/20,In-Store,USD,14,266,9,6,330.48,236.06,1982.88,1416.34,566.54
SO9132,2/10/20,In-Store,USD,21,279,13,4,484.60,346.14,1938.39,1384.56,553.82
SO9133,2/29/20,Wholesale,USD,21,349,39,4,528.60,377.57,2114.40,1510.28,604.11
SO9134,1/30/20,Distributor,USD,10,153,29,3,349.22,249.45,1047.67,748.34,299.34
SO9135,3/7/20,Online,USD,25,34,2,10,622.38,444.56,6223.84,4445.60,1778.24
SO9136,1/30/20,Distributor,USD,15,105,41,9,315.98,225.70,2843.86,2031.33,812.53
SO9137,1/24/20,Wholesale,USD,9,270,39,10,541.39,386.70,5413.86,3867.05,1546.82
SO9138,3/20/20,Distributor,USD,4,85,29,1,412.26,294.47,412.26,294.47,117.79
SO9139,5/12/20,In-Store,USD,20,142,21,6,254.33,181.66,1525.96,1089.97,435.99
SO9140,5/11/20,Distributor,USD,5,162,36,2,579.24,413.75,1158.49,827.49,331.00
SO9141,3/11/20,Online,USD,21,146,9,1,395.59,282.57,395.59,282.57,113.03
SO9142,5/15/20,Distributor,USD,8,39,31,3,545.93,389.95,1637.79,1169.85,467.94
SO9143,1/19/20,In-Store,USD,21,154,6,1,388.69,277.64,388.69,277.64,111.06
SO9144,2/18/20,Wholesale,USD,19,221,23,9,198.28,141.63,1784.53,1274.67,509.87
SO9145,4/23/20,Wholesale,USD,4,137,41,1,595.31,425.22,595.31,425.22,170.09
SO9146,2/22/20,Online,USD,10,19,11,7,396.53,283.23,2775.68,1982.63,793.05
SO9147,1/14/20,In-Store,USD,16,88,34,7,614.91,439.22,4304.34,3074.53,1229.81
SO9148,4/9/20,Online,USD,18,162,47,4,310.90,222.07,1243.60,888.28,355.31
SO9149,2/13/20,Wholesale,USD,20,78,28,8,513.95,367.11,4111.64,2936.88,1174.75
SO9150,2/21/20,Online,USD,11,261,27,3,497.37,355.26,1492.11,1065.79,426.32
SO9151,3/16/20,Online,USD,26,352,26,10,366.31,261.65,3663.10,2616.50,1046.60
SO9152,3/19/20,Online,USD,2,160,10,9,519.11,370.80,4672.03,3337.17,1334.87
SO9153,4/16/20,Distributor,USD,1,17,9,9,625.27,446.62,5627.46,4019.62,1607.85
SO9154,2/24/20,Online,USD,17,10,17,4,585.77,418.40,2343.06,1673.61,669.45
SO9155,5/24/20,Distributor,USD,13,303,32,7,462.32,330.23,3236.25,2311.61,924.64
SO9156,5/14/20,In-Store,USD,10,234,33,6,274.75,196.25,1648.47,1177.48,470.99
SO9157,4/3/20,Online,USD,25,99,22,5,350.63,250.45,1753.16,1252.25,500.90
SO9158,5/1/20,Online,USD,8,41,26,9,550.19,392.99,4951.69,3536.92,1414.77
SO9159,2/14/20,Online,USD,8,208,12,5,266.81,190.58,1334.07,952.91,381.16
SO9160,1/12/20,Online,USD,17,255,36,4,390.24,278.74,1560.94,1114.96,445.98
SO9161,4/7/20,Distributor,USD,5,187,3,3,540.51,386.08,1621.53,1158.24,463.30
SO9162,1/24/20,Distributor,USD,23,144,26,1,500.75,357.68,500.75,357.68,143.07
SO9163,1/23/20,In-Store,USD,5,348,6,4,482.76,344.83,1931.04,1379.31,551.72
SO9164,1/2/20,Online,USD,15,40,34,4,165.73,118.38,662.93,473.52,189.41
SO9165,3/29/20,Online,USD,3,304,31,5,570.28,407.34,2851.41,2036.72,814.69
SO9166,2/23/20,Distributor,USD,10,4,29,4,463.91,331.36,1855.64,1325.46,530.18
SO9167,4/27/20,Distributor,USD,2,228,31,3,561.12,400.80,1683.35,1202.39,480.96
